created_at,user_id,username,name,tweet,language,replies_count,retweets_count,likes_count,link
2020-10-22 12:37:46 India Standard Time,39836259,raquelquefois,Raquelquefois,@jim_dickinson I’ve heard he died covid HOWEVER he hadn’t been vaccinated with the covid vaccine but the meningococcal vaccine (the placebo).,en,0,0,0,https://twitter.com/raquelquefois/status/1319173583604752384
2020-10-22 12:37:42 India Standard Time,2992996645,hemagazineindia,Healthcare Executive,"@journoarunima @netshrink @doctorsoumya @c_assisi @Thyrocare @drsangitareddy @kiranshaw 6. AstraZeneca trial volunteer in Brazil who died had been given placebo, not Covid vaccine.  https://t.co/CKCEuqeIoe",en,0,0,0,https://twitter.com/HEmagazineIndia/status/1319173568614166528
2020-10-22 12:37:35 India Standard Time,192533481,sufiyan_atif,Sufian Ateef 🏹,@NairShilpa1308 @Ahmedshabbir20 And If BJP doesn’t win in Bihar will they charge Biharis for the Covid vaccine?,en,0,0,1,https://twitter.com/Sufiyan_atif/status/1319173538499031040
2020-10-22 12:37:32 India Standard Time,"9,69453363820556E+017",imtiyaz94433919,Imtiyaz,@ANI Covid Vaccine is not BJP's personal asset...😡,en,0,0,0,https://twitter.com/Imtiyaz94433919/status/1319173527472271360
2020-10-22 12:37:25 India Standard Time,"1,21256260240175E+018",icehinvest_news,ICE-H News 📰,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money  https://t.co/AZA68ceQLI",en,0,0,0,https://twitter.com/ICEHInvest_News/status/1319173498686812160
2020-10-22 12:37:08 India Standard Time,29083969,salilshetty,Salil Shetty,Hope @yadavtejashwi will take #BJP to court and report to #ElectionCommissionOfIndia over making #CovidVaccine delivery - a core responsibility of any govt - an election promise. Outrageous!,en,0,0,0,https://twitter.com/SalilShetty/status/1319173427450712064
2020-10-22 12:37:03 India Standard Time,"7,59013902042534E+017",jknewstoday,JK News Today,Covid vaccine trials can’t tell if the shots save lives: BMJ expert  https://t.co/3bUlo8vIga,en,0,0,0,https://twitter.com/jknewstoday/status/1319173403580878850
2020-10-22 12:37:00 India Standard Time,192533481,sufiyan_atif,Sufian Ateef 🏹,And If BJP doesn’t win in Bihar will they charge Biharis for the Covid vaccine? @DilliDurAst #BiharElections #BiharElections2020 #BiharElection2020,en,0,0,0,https://twitter.com/Sufiyan_atif/status/1319173393518788610
2020-10-22 12:36:35 India Standard Time,470241578,ts_singhdeo,TS Singh Deo,Free Covid vaccine is a right of every citizen of my country. Surprised to see this being pitched as a poll promise by BJP in Bihar.  The @ECISVEEP must take suo moto cognisance as the Modi Govt can't be selective about free access to Covid Vaccine depending on electoral results.,en,1,9,24,https://twitter.com/TS_SinghDeo/status/1319173286480113665
2020-10-22 12:36:26 India Standard Time,18554720,laprogressive,LA Progressive,Warp Speed Covid Vaccine  https://t.co/dxz8tmp4kO,en,0,0,0,https://twitter.com/LAProgressive/status/1319173247959814144
2020-10-22 12:36:18 India Standard Time,22913708,clagsborough,Fortitude J. B. Huddlebeck,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/lb2UoCqoKQ",en,0,0,0,https://twitter.com/clagsborough/status/1319173214770266113
2020-10-22 12:35:54 India Standard Time,89187548,abdulpzdy,മ്മള് ജോറാണ്,Wtf.. Free covid vaccine? Are they fkng kidding ?,en,0,0,1,https://twitter.com/AbdulPzdy/status/1319173116866736132
2020-10-22 12:35:54 India Standard Time,2244012175,karwaan_of_life,Harshdeep Singh,@TOIIndiaNews Are you kidding me ???? Free Covid vaccine...? WOAH... how much the scam will go this time.. 🤣  #JustAJoke,en,0,0,0,https://twitter.com/karwaan_of_life/status/1319173114991816704
2020-10-22 12:35:39 India Standard Time,1625246252,byghan2,Caroline Brooks,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/FHVcoY06Iw  A bitter pill",en,0,0,0,https://twitter.com/byghan2/status/1319173053335601152
2020-10-22 12:35:32 India Standard Time,"1,1459320592542E+018",unnisabader,Bader unnisa,If BJP doesn’t win in Bihar will they charge Bihari's for the Covid vaccine?,en,0,0,1,https://twitter.com/UnnisaBader/status/1319173021890834432
2020-10-22 12:35:31 India Standard Time,"1,11407188530062E+018",jj_unlocked,JJ,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/SCRxkXkyhW",en,0,0,0,https://twitter.com/JJ_unlocked/status/1319173021152792576
2020-10-22 12:35:30 India Standard Time,"1,24828138080873E+018",sumanthraman1,SumaathaRaman,For me @INCIndia or @arivalayam will pay for #COVID Vaccine. #BiharElections2020  https://t.co/5t5RkqDWQN,en,0,0,0,https://twitter.com/Sumanthraman1/status/1319173014165086208
2020-10-22 12:35:27 India Standard Time,4016298674,shayarcasm,Raghuram Rajan,"As soon as Covid Vaccine will be made, it will provided free to Biharis.  Just like,  ASA water will be available, fish will get it.",en,0,0,0,https://twitter.com/Shayarcasm/status/1319173001590439939
2020-10-22 12:35:26 India Standard Time,1411030022,manish100292,M.K.Yadav,"Aap chronology samajhiye. First the Covid vaccine will reach citizens of Bihar, then some places in Madhya Pradesh. After that it will go to West Bengal, Assam and Tamil Nadu. And then it will come to Uttar Pradesh. #Bihar",en,0,0,0,https://twitter.com/manish100292/status/1319172999342325761
2020-10-22 12:35:22 India Standard Time,574175319,hennurblr,HennurBlr,Free Covid vaccine for Bihar— what about other states ?  @htTweets  https://t.co/WyJVTu1joU,en,0,0,0,https://twitter.com/HennurBlr/status/1319172982565027840
2020-10-22 12:34:43 India Standard Time,2574487812,himanshugarg777,Himanshu 💙,Poor @BJP4India They have to resort to covid vaccine now 😂😂,en,0,0,0,https://twitter.com/himanshugarg777/status/1319172818723086336
2020-10-22 12:34:38 India Standard Time,52810218,sanket,Sanket Upadhyay,"I thought as much. No govt or party can be SO dumb as to make vaccine free in just a poll bound state. But the mention in the manifesto, and the manner, made it appear that the FREE element of Covid Vaccine was exclusive to Bihar due to elections.",en,3,5,46,https://twitter.com/sanket/status/1319172797164187648
2020-10-22 12:33:52 India Standard Time,102678487,rajjjim,RAJ KUMAR,@ANI All other states should wait for elections in order to get covid vaccine 🤣🤣🤣,en,0,0,0,https://twitter.com/RAJJJIM/status/1319172603022512129
2020-10-22 12:33:51 India Standard Time,302318216,deji_of_lagos,Deji Sadiq,"AstraZeneca, J&amp;J could resume COVID vaccine trials this week The firms' COVID vaccine trials, which are backed by US's Operation Warp Speed, were halted when participants fell ill.",en,0,0,0,https://twitter.com/deji_of_lagos/status/1319172597884571648
2020-10-22 12:33:50 India Standard Time,29324390,lederhals,Leder Hals,Volunteer testing Covid vaccine dies...  https://t.co/ELrolFvCDK,en,0,0,0,https://twitter.com/LederHals/status/1319172595552448518
2020-10-22 12:33:46 India Standard Time,2700923526,bjthoenes,free radical,#CovidVaccine #ifr  https://t.co/UR6yMSC2AC,und,0,0,0,https://twitter.com/BJThoenes/status/1319172580771811328
2020-10-22 12:33:46 India Standard Time,"7,54957491180495E+017",sagrikakissu,Sagrika Kissu,"Vote for BJP if you want a covid vaccine. New low. After religion, BJP playing with lives. #BiharElections2020",en,1,4,8,https://twitter.com/SagrikaKissu/status/1319172577135194113
2020-10-22 12:33:33 India Standard Time,263719767,championtenza,champion tenza,Then you hear a healthy looking somebody saying they're waiting for a Covid vaccine.  Imagine plunging a Covid vaccine needle into a healthy person &amp; becomes sick thereafter.,en,0,0,4,https://twitter.com/championtenza/status/1319172524509450240
2020-10-22 12:33:32 India Standard Time,263719767,championtenza,champion tenza,"Other serious side effects which they usually play down include, headaches, fever &amp; exhaustion experienced by volunteers to the covid vaccine.    https://t.co/oQD9t5xiLb",en,1,0,4,https://twitter.com/championtenza/status/1319172522156359681
2020-10-22 12:33:24 India Standard Time,3934449259,bhaskareco67,Bhaskar Chatterjee,"@chatukhor If BJP lost the election in Bihar , will they charge Biharis for the Covid vaccine?",en,0,0,0,https://twitter.com/bhaskareco67/status/1319172487045894145
2020-10-22 12:33:00 India Standard Time,"1,29830177315777E+018",indispatch,The Dispatch,"When Covid vaccine ready, everyone in Bihar to get it free: BJP promises in its election manifesto  https://t.co/Qi6ql4o7L4",en,0,0,0,https://twitter.com/InDispatch/status/1319172386063708160
2020-10-22 12:32:56 India Standard Time,2245131804,thatbareillyguy,Ayush Gupta,Free Covid Vaccine for Bihar?,en,0,0,1,https://twitter.com/ThatBareillyGuy/status/1319172369114595328
2020-10-22 12:32:54 India Standard Time,41824106,cbraintech,BASKER,"Every person in #Bihar to get #free #Covid #vaccine, vows #BJP  #Corona #தடுப்பூசி #இலவசம் பீகாரில் வெற்றி பெற்றால்  #BiharElections2020 #manifesto #MEMES #meme #memesdaily  https://t.co/Bxi7N73PTP",und,0,0,0,https://twitter.com/CBRAINTECH/status/1319172359933186048
2020-10-22 12:32:42 India Standard Time,56312411,sagarikaghose,Sagarika Ghose,"Is this a promise or a veiled threat? Ministers cannot use health  services due to every citizen for partisan party politics at election time. Whether Bihar votes @BJP4India or not, all citizens must have equal access to #COVID vaccine. #vaccinepolitics  #BiharElections2020",en,19,27,128,https://twitter.com/sagarikaghose/status/1319172310645968901
2020-10-22 12:32:35 India Standard Time,"1,30085063111297E+018",pramodkrish536,बेरोजगार Pramod yadav,So the Covid vaccine is a blackmail tool for the Bjp. If you don’t vote for Modi &amp; Shah’s Bjp you will be deprived of a vaccine in a pandemic,en,0,0,0,https://twitter.com/pramodkrish536/status/1319172280220446720
2020-10-22 12:32:23 India Standard Time,3378697077,bhartendulkar,Bhartendu Sharma,BJP's cheap politics for today:  Bihar- POLITICISATION OF #COVID Vaccine  Bengal: Using #DurgaPuja2020 as a platform to list out Central Schemes.,en,0,0,0,https://twitter.com/Bhartendulkar/status/1319172231457509376
2020-10-22 12:32:13 India Standard Time,62221208,pnavadgi,Office of Citizen,"Vaccine is meant to save human lives, not to play cheap politics,  BJP offers free covid vaccine for votes in one state. We heard, cash for votes, BJP has set new low, free vaccine for votes. Is Bihar, so foolish, will they accept new jumla #BiharElections  https://t.co/6enTDlM80o",en,0,0,0,https://twitter.com/pnavadgi/status/1319172188046454784
2020-10-22 12:31:35 India Standard Time,333961279,virakesari_lk,Virakesari,ஒக்ஸ்போர்ட் கொரோனா வைரஸ் தடுப்பூசி பரிசோதனையில் ஒருவர் உயிரிழப்பு   https://t.co/AabjHvMcf0 #oxforduniversity #CovidVaccine  https://t.co/5C8zVK1AaB,ta,0,1,3,https://twitter.com/virakesari_lk/status/1319172030940418054
2020-10-22 12:31:19 India Standard Time,"1,28267150658614E+018",kanarkist,Gaurav Kanaujia,@ANI Is this a bloody joke.. This moron of a finance minister is now using covid vaccine to score political points.Either you need to give it free to all Indians why free vaccine to biharis.. And not to all Indians.And what if they don't vote this scum to power then what.. No vaccine,en,0,0,0,https://twitter.com/Kanarkist/status/1319171961910562817
2020-10-22 12:31:17 India Standard Time,2289723240,mrstarkspeter,Spidey,Covid vaccine u know... 😭,en,0,0,3,https://twitter.com/MrStarksPeter/status/1319171953496784896
2020-10-22 12:31:17 India Standard Time,2313552080,abhijeet_dipke,Abhijeet Dipke,"If you don't vote BJP, you won't get Covid vaccine from Govt?",en,0,7,15,https://twitter.com/abhijeet_dipke/status/1319171953412820992
2020-10-22 12:31:17 India Standard Time,3088316794,neilsimmons63,adenuff,Whether it’s #China #Britain  having the #Covid #vaccine is definitely NOT a good thing! I have #COPD but  refused the #fluVaccine this year because I have no idea what they will inject me with!I have zero trust in this government! ⁦@BorisJohnson⁩   https://t.co/BiqoBNIJlj,en,0,0,0,https://twitter.com/neilsimmons63/status/1319171952586772481
2020-10-22 12:31:10 India Standard Time,46397996,vinodk4,Vinod Kodarapu,Politics with COVID vaccine even before its ready... Pathetic @BJP4India .. These guys are worst than previous regimes ...,en,1,0,0,https://twitter.com/vinodk4/status/1319171923448754176
2020-10-22 12:31:00 India Standard Time,43224016,drminh,Dr. Minh,"Why WaPo headline did not say the person who died in the Oxford Covid vaccine trial belongs to the group taking only the placebo, and not the vaccine? Politically tainted journalism",en,0,0,0,https://twitter.com/drminh/status/1319171881224663041
2020-10-22 12:30:57 India Standard Time,535397793,1984slave,1984 Slave,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury #Covid19UK #COVID #CovidUK #COVID #Covid_19 #COVID__19 #covidbriefing #coronavirusuk #coronavirus #CoronaVirusUpdates #corona #CoronaVirusUpdate   https://t.co/07HROJoLDQ",en,0,0,0,https://twitter.com/1984Slave/status/1319171870172844032
2020-10-22 12:30:40 India Standard Time,372778992,shieldscreate,Shields #FBPE #♿ #BLM #Socialist #Green #Degrowth,"Well, it looks like we're probably fucked for a while longer than the politicians said. Quelle surprise.   If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/2xR0yZAKiE",en,0,0,0,https://twitter.com/ShieldsCreate/status/1319171798970281984
2020-10-22 12:30:26 India Standard Time,"1,05068967167472E+018",cryptoversity1,Mark Digitalis $TXL Astronaut,#AstraZeneca shares down after #death reported in Brazil #Covid vaccine study  https://t.co/7QK6BhMLjZ,en,0,0,0,https://twitter.com/Cryptoversity1/status/1319171740086489088
2020-10-22 12:30:12 India Standard Time,227868200,jpmaas,Jean-Paul Maas,AstraZeneca shares turn negative after Brazilian health authority says volunteer in Covid vaccine study dies  https://t.co/w9NwG2swqc,en,0,0,0,https://twitter.com/jpmaas/status/1319171679566876673
2020-10-22 12:30:10 India Standard Time,23405846,newsx,NewsX,"BJP releases Bihar Manifesto, offers 19 L jobs, free Covid vaccine  https://t.co/npMgJnDytt",en,1,0,0,https://twitter.com/NewsX/status/1319171672746778624
2020-10-22 12:30:00 India Standard Time,124121096,ahmedabadmirror,Ahmedabad Mirror,District-wise data of Gujarat’s Healthcare Workers (HCWs) to be sent to Delhi so that they can receive the first doses of an approved Covid vaccine   #coronavirus #CoronaOutbreak #Covid19   https://t.co/GcQ5GdWJgr,en,0,0,1,https://twitter.com/ahmedabadmirror/status/1319171630686478336
2020-10-22 12:29:24 India Standard Time,1547742445,sushil_humanist,Susheel yadav,Not only #OnionPrice but also covid vaccine also polarized by  @nsitharaman  tai 😂,en,0,0,0,https://twitter.com/sushil_Humanist/status/1319171479771099136
2020-10-22 12:28:55 India Standard Time,"9,17204423134339E+017",covidvaxine,How Far Out Is A COVID Vaccine,@Charalanahzard  https://t.co/zuXCDG1ZEK,und,0,0,0,https://twitter.com/CovidVaXine/status/1319171356576174080
2020-10-22 12:28:48 India Standard Time,1164686497,badherakesh,Rakesh B,@ANI If @BJP4Bihar doesn’t win in #Bihar will they charge Biharis for the Covid vaccine? @BJP4India @BJPLive,en,0,0,0,https://twitter.com/BadheRakesh/status/1319171327337455616
2020-10-22 12:28:17 India Standard Time,"1,3102257662993E+018",deepakdeepu_,Deepak./\/,I wonder why India didn't find the Covid Vaccine yet while having the most popular Scientist named #NarendraModi as it's Prime Minister.. #BiharElections,en,0,0,0,https://twitter.com/deepakdeepu_/status/1319171199205666816
2020-10-22 12:27:56 India Standard Time,200748007,laimacha,Naorem Mohen,Bihar will get Covid Vaccine first.  Wish we too have elections soon.,en,0,0,0,https://twitter.com/laimacha/status/1319171110370332672
2020-10-22 12:27:51 India Standard Time,894897349,anti_corrupt_01,RP_tweet's✒,"Anywhere else in the world is there a govt so insensitive that it makes covid vaccine an election issue? This implies that if states dont vote for bjp, they wont get free vaccine!!  Even Doland Trump fares better here... @WHO",en,1,0,0,https://twitter.com/anti_corrupt_01/status/1319171088887074816
2020-10-22 12:27:18 India Standard Time,50993612,ragnasun8,Peter 🌎😃,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/sIXqpJkfwI",en,0,0,0,https://twitter.com/ragnasun8/status/1319170951985172480
2020-10-22 12:27:16 India Standard Time,230402909,memumbaikar42,🦁‏🤚نورالدین🇮🇳,"@Iamsahzad Aap iska doosra hissay samjhe,if thy loose Bihar elections in tht the ppl of Bihar vl not get covid vaccine for free ..” madam warning de rahi hain,vote do varna vaccine nahi milegi ..",en,1,0,1,https://twitter.com/MeMumbaikar42/status/1319170942380064769
2020-10-22 12:27:07 India Standard Time,"1,10026418137317E+018",vknath2019,Vknath2019,"Aap chronology samajhiye. First the Covid vaccine will reach citizens of Bihar, then some places in Madhya Pradesh. After that it will go to West Bengal, Assam and Tamil Nadu. And then it will come to Uttar Pradesh. #BiharElections",en,0,0,0,https://twitter.com/vknath2019/status/1319170907428900864
2020-10-22 12:27:05 India Standard Time,"7,6989834382463E+017",vepeanil,Anilvepe,@suhasinih Covid vaccine is oxygen for humanity now. It can’t be used as a political weapon and cash it against votes. Every party should desist from using vaccine as an election offer! It’s the fundamental right of every individual to get access to vaccine.,en,0,0,0,https://twitter.com/vepeanil/status/1319170898532814849
2020-10-22 12:26:55 India Standard Time,2511746048,aarifathar,Athar Mohammad Aarif,"@TimesNow @narendramodi Dear countrymen As Bihar goes to the polls, Nirmala sitaraman has announced that Bihar will get free Covid vaccine. Elections are not due till 2022 in UP and Karnataka, till 2023 in MP nd Rajasthan,and 2024 in Maharashtra. So people in these states can continue to die till then!",en,0,0,1,https://twitter.com/aarifathar/status/1319170855453118464
2020-10-22 12:26:43 India Standard Time,"1,15621634381491E+018",saurabhkadam_07,Saurabh Kadam | 🇮🇳,@ANI If BJP doesn't win in Bihar will they charge Biharis for Covid vaccine?,en,1,0,1,https://twitter.com/Saurabhkadam_07/status/1319170805398294529
2020-10-22 12:26:35 India Standard Time,2549178149,ellih53,ElliH #FBPE,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/55lpewC3y0",en,0,0,0,https://twitter.com/ElliH53/status/1319170771240079360
2020-10-22 12:26:35 India Standard Time,"1,17203872301551E+018",amadumool,ABDULLA MADUMOOLE,"This is atrocious &amp; shameful @nsitharaman .  Covid vaccine is the right of every Indian, how can you say Bihar will get the vaccine? Other states won't get? Gutter politics.",en,1,3,2,https://twitter.com/AMadumool/status/1319170770766004224
2020-10-22 12:26:33 India Standard Time,2511746048,aarifathar,Athar Mohammad Aarif,"@IndiaToday Dear countrymen As Bihar goes to the polls, Nirmala sitaraman has announced that Bihar will get free Covid vaccine. Elections are not due till 2022 in UP and Karnataka, till 2023 in MP nd Rajasthan,and 2024 in Maharashtra. So people in these states can continue to die till then!",en,0,0,1,https://twitter.com/aarifathar/status/1319170763644047360
2020-10-22 12:26:27 India Standard Time,"1,15703566594893E+018",steved01178194,Steve.,Daily Mail: Coronavirus: Volunteer in AstraZeneca's Covid vaccine trial dies in Brazil.  https://t.co/wHUBUVOszu  via @GoogleNews,en,0,0,0,https://twitter.com/SteveD01178194/status/1319170739103301632
2020-10-22 12:26:16 India Standard Time,"9,11605624764383E+017",citizenbolario,Dalit voices matter 🏳️‍🌈,@Shobbha2 @jhanpoo2 @ANI Translation :  @SonuSood will provide vaccines.    #SonuSoodRealHero #NirmalaSitharaman #COVID19 #vaccine #coronavirus #CovidVaccine,en,0,0,2,https://twitter.com/citizenbolario/status/1319170691074117632
2020-10-22 12:26:11 India Standard Time,89732309,bainjal,Swati Chaturvedi,So the Covid vaccine is a blackmail tool for the Bjp. If you don’t vote for Modi &amp; Shah’s Bjp you will be deprived of a vaccine in a pandemic,en,0,101,404,https://twitter.com/bainjal/status/1319170671323336704
2020-10-22 12:26:07 India Standard Time,"1,31320196904609E+018",mscott58085787,M. Scott,The Trump Admin Is Blocking the FDA's Guidelines for a Safer COVID Vaccine  https://t.co/4ySm8rgx9G via @vice,en,0,0,0,https://twitter.com/MScott58085787/status/1319170655745679361
2020-10-22 12:26:00 India Standard Time,120695741,tajshaikh,tajster,If #CovidVaccine comes out by next week then every Indian have to migrate to  #Bihar to get it. If vaccine comes later thn all ppl of #Bihar have to migrate to other states to get vaccine.  #BiharElections2020,en,0,1,1,https://twitter.com/TajSHAIKH/status/1319170624988774401
2020-10-22 12:26:00 India Standard Time,2511746048,aarifathar,Athar Mohammad Aarif,"@BJP4India Dear countrymen As Bihar goes to the polls, Nirmala sitaraman has announced that Bihar will get free Covid vaccine. Elections are not due till 2022 in UP and Karnataka, till 2023 in MP nd Rajasthan,and 2024 in Maharashtra. So people in these states can continue to die till then!",en,0,0,1,https://twitter.com/aarifathar/status/1319170624900583424
2020-10-22 12:25:31 India Standard Time,2563090297,lunawat_ankit,Ankit Lunawat,"How can be ,,, elections are fighting up on giving free covid vaccine in bihar.... Really this is in manifesto  मदिरा और नोट देकर वोट लिए जाते थे अब वाक्सिन धत तेरी की",en,0,0,0,https://twitter.com/lunawat_ankit/status/1319170501801988096
2020-10-22 12:24:49 India Standard Time,146424864,prasadphayde,tripleP,@ANI Free #covid vaccine for bihar!!! Why not maharashtra?,en,0,0,0,https://twitter.com/prasadphayde/status/1319170326090010632
2020-10-22 12:24:22 India Standard Time,2511746048,aarifathar,Athar Mohammad Aarif,"@TimesNow @narendramodi Dear countrymen As Bihar goes to the polls, Nirmala sitaraman has announced that Bihar will get free Covid vaccine. Elections are not due till 2022 in UP and Karnataka, till 2023 in MP nd Rajasthan,and 2024 in Maharashtra* So people in these states can continue to die till then!",en,0,0,1,https://twitter.com/aarifathar/status/1319170212671807488
2020-10-22 12:24:14 India Standard Time,572473728,shashankmukherj,Shashank Mukherjee,@jgopikrishnan70 Will the asymptomatic patients take COVID vaccine too? Bihar has impressive recovery rate.,en,0,0,1,https://twitter.com/SHASHANKMUKHERJ/status/1319170181642416129
